Título,Vínculo,Fecha,Contenido
El Correo Ilustrado,https://www.jornada.com.mx/2023/10/19/opinion/002a2cor?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Secretario general de la ONU, Antonio Guterres, jefes de Estado y responsables de los conflictos y guerras en el mundo: no olviden el Preámbulo de Naciones Unidas que manifiesta que los pueblos del mundo quieren la paz, después de sufrir dos guerras mundiales, y asumir el compromiso para que las nuevas generaciones no tengan que vivir el horror de la guerra. El mundo vive la incertidumbre, el dolor y la violencia por la pérdida de vidas humanas y la amenaza nuclear, que pone en peligro la existencia planetaria."
Putin: amenazas comunes hacen más fuerte la relación con China,https://www.jornada.com.mx/2023/10/19/mundo/030n1mun?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Moscú. El titular del Kremlin, Vladimir Putin, al concluir ayer su viaje a China, expresó que ve con optimismo la relación entre Moscú y Pekín, ya que, añadió, “los factores externos y los conflictos en el desarrollo de las relaciones ruso-chinas son amenazas comunes que refuerzan la cooperación entre nuestros países”."
Reconocimientos a trabajadores de la educación,https://www.jornada.com.mx/2023/10/19/estados/034n4est?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","El gobernador de Chiapas, Rutilio Escandón Cadenas, y la titular de la Secretaría de Educación Pública, Leticia Ramírez Amaya, entregaron nombramientos y reconocimientos a docentes, directivos y supervisores de los procesos del Sistema para la Carrera de las Maestras y Maestros, así como nombramientos definitivos del Proceso de Admisión de Personal de Apoyo y Asistencia a la Educación Básica, lo que fortalece el servicio educativo, brinda certeza jurídica y constituye un acto de justicia laboral a trabajadoras y trabajadores de la educación."
"Contracción en hipotecas, por altos costos de vivienda: BBVA",https://www.jornada.com.mx/2023/10/19/economia/027n2eco?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","El precio de las viviendas crece a un mayor ritmo del que lo hacen las remuneraciones de los trabajadores, hecho que ha provocado una contracción en el mercado hipotecario, reveló este miércoles BBVA México."
Se agotan suministros médicos; operan sin anestesia a pacientes,https://www.jornada.com.mx/2023/10/19/politica/005n1pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Tel Aviv. Pacientes de hospitales son operados sin anestesia en Gaza porque los suministros están casi agotados, advirtió la Organización Mundial de la Salud, y anunció que su propio almacén de medicinas en la franja está casi vacío. Los médicos han tenido que hacer “elecciones imposibles” porque las medicinas van desapareciendo ante el sitio total impuesto por Israel. Los intentos por abrir un corredor humanitario con Egipto no han dado resultados hasta ahora."
Festival de Barrios en el Centro impulsa su tradición y comida,https://www.jornada.com.mx/2023/10/19/capital/037n2cap?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","La identidad de la Ciudad de México no sería la misma sin sus lugares tradicionales, pues cada uno está marcado por su propia historia, afirmó la titular del Fideicomiso del Centro Histórico, Loredana Montes López, al inaugurar la quinta Feria de los Barrios del centro de la capital."
Anuncia AMLO que él se vacunará contra el covid y la influenza la semana próxima,https://www.jornada.com.mx/2023/10/19/politica/021n2pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","En el contexto del reciente arranque de la campaña nacional de vacunación contra la influencia y el covid-19, el presidente Andrés Manuel López Obrador llamó a la población a aplicarse esos biológicos y aseveró que en breve él lo hará: “me van a jeringar”."
Proponen analizar el exilio chileno “porque no queremos que se repita”,https://www.jornada.com.mx/2023/10/19/cultura/a04n1cul?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","En la quinta jornada de la Feria Internacional del Libro del Zócalo se presentaron los libros Mi casa es tu casa: Memoria del exilio chileno en México, a 50 años del golpe de Estado y Fraternidad entre naciones: Exilio chileno en México, editados por la Dirección General del Acervo Histórico Diplomático de la Secretaría de Relaciones Exteriores."
Norma se convierte en huracán y llegaría a BCS el domingo,https://www.jornada.com.mx/2023/10/19/estados/032n3est?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","La tormenta tropical Norma se intensificó ayer a huracán categoría 1 en la escala Saffir-Simpson y se dirige a Baja California Sur, donde tocaría tierra el próximo domingo, informaron el Servicio Meteorológico Nacional (SMN) y el Centro Nacional de Huracanes de Estados Unidos."
Secunda Joe Biden versión de Israel del ataque al hospital,https://www.jornada.com.mx/2023/10/19/politica/004n1pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Tel Aviv. Joe Biden apoyó la versión israelí de la mortal explosión en un hospital de Gaza, al afirmar que “el otro equipo” estuvo detrás del ataque."
Teresa Salgueiro embelesa con una velada llena de recuerdos,https://www.jornada.com.mx/2023/10/19/cultura/a02n1cul?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Guanajuato, Gto., Con la interpretación de temas como El hijo del Pueblo, de José Alfredo Jiménez, y Alegría, inspirado en un poema de José Saramago, la cantante portuguesa Teresa Salgueiro apapachó los corazones de todos los presentes en el concierto que ofreció la noche del martes en el Teatro Juárez."
India se lanza a la conquista del espacio,https://www.jornada.com.mx/2023/10/19/ciencias/a06n3cie?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT",
Se esfuma el sueño continental y olímpico del ciclista Gerardo Ulloa,https://www.jornada.com.mx/2023/10/19/deportes/a11n1dep?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","El sueño panamericano y olímpico de Gerardo Ulloa se desvaneció tras un descuido del pedalista mexicano. El vigente monarca continental en la modalidad de montaña olvidó notificar a la WADA su cambio de residencia, por lo que no estuvo presente para tres controles sorpresa y fue penalizado con una sanción de 18 meses."
PIB chino reduce ritmo de avance en el tercer trimestre,https://www.jornada.com.mx/2023/10/19/economia/028n1eco?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Pekín. El crecimiento de China perdió fuerza en el tercer trimestre de año, al cerrar con un registro de 4.9 por ciento interanual, lo que está debajo de lo previsto, gracias al alza del consumo y en medio de una crisis del sector inmobiliario sin precedente."
Felipe Ávila*: 70 años del voto femenino,https://www.jornada.com.mx/2023/10/19/politica/024a1pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Este 17 de  octubre conmemoramos los 70 años de que la lucha de las mexicanas consiguió que se reconociera su derecho al voto. Tuvieron que pasar décadas de organización, movilizaciones, huelgas de hambre y protestas para que, finalmente, lo consiguieran. No fue una dádiva del gobierno del entonces presidente Adolfo Ruiz Cortines. Fue una conquista, un logro obtenido por la lucha tenaz, incansable, de miles de mujeres de varias generaciones, quienes desde la Revolución Mexicana exigían tener los mismos derechos políticos que los varones."
Sequía sin precedente en Michoacán; las presas están a 46%,https://www.jornada.com.mx/2023/10/19/estados/033n2est?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Morelia, Mich., Michoacán padece una sequía sin precedentes, a pesar de que históricamente ha sido una entidad con riqueza acuícola. Las presas actualmente están a 46 por ciento de su capacidad, como antes del periodo de lluvias, coincidieron autoridades estatales y del sector agropecuario."
Ricardo Yáñez: Isocronías,https://www.jornada.com.mx/2023/10/19/opinion/a04o1cul?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Como los poetas  (George Steiner), “Heráclito sigue al lenguaje adonde lo lleve, adonde sea receptivo a su autoridad interior y autónoma, con una confianza de sonámbulo y, sin embargo, extremadamente lúcida”. Y Eugenio Montejo por su parte advierte que “decía [don Blas, en El cuaderno de Blas Coll] que mejor llegaría a expresarse el que se guiara por el lenguaje de los pájaros, y fuese del sonido a la idea, y no de la idea al sonido, siguiendo los recovecos tramposos de la lógica”."
La política debe resolver el malestar que llevó al estallido social en Chile: Boric,https://www.jornada.com.mx/2023/10/19/mundo/030n2mun?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Santiago. Mientras el presidente Gabriel Boric afirmaba que a cuatro años del estallido social en Chile, “algunos pretenden hacer como que no hubiera ocurrido o borrarlo de la historia de nuestro país”, en alusión a la derecha que se refiere a aquellas jornadas como un “estallido delincuencial”, en las calles del país casi pasaba desapercibida la fecha, con manifestaciones e incidentes menores que recrudecían en la noche."
AMLO: el bloqueo  de Estados Unidos a Cuba es inhumano,https://www.jornada.com.mx/2023/10/19/politica/019n1pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","El bloqueo impuesto a Cuba por Estados Unidos es inhumano y forma parte de los problemas regionales que deben ser resueltos para atender las oleadas migratorias, de acuerdo con el presidente Andrés Manuel López Obrador."
"Irán tomará represalias contra Israel, dice el presidente Raisi",https://www.jornada.com.mx/2023/10/19/politica/008n3pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Teherán. El presidente iraní, Ebrahim Raisi, declaró ayer que Irán tomará represalias contra Israel por sus ataques en la franja de Gaza, y acusó a Estados Unidos de “complicidad”."
Descubren llanuras sedimentarias en Marte que fueron creadas por el drenaje de acuíferos,https://www.jornada.com.mx/2023/10/19/ciencias/a06n1cie?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT",Madrid. Científicos encontraron evidencia de llanuras sedimentarias creadas por el drenaje de acuíferos dentro de formaciones de colapso marciano denominadas terrenos caóticos.
Admite el Copred que la gente ve normal la discriminación contra los centroamericanos,https://www.jornada.com.mx/2023/10/19/capital/036n2cap?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","La discriminación y los tratos de exclusión hacia personas migrantes, principalmente de Centroamérica, se han normalizado ante la falta de empatía de vecinos, que se quejan de su presencia en las calles, reconoció la presidenta del Consejo para Prevenir y Eliminar la Discriminación (Copred) capitalino, Geraldina González de la Vega."
Oposición  en el Senado amenaza con impugnar,https://www.jornada.com.mx/2023/10/19/politica/011n2pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Morena y sus aliados se preparan para aprobar la próxima semana en el Senado la minuta por la que se extinguen 13 fideicomisos del Poder Judicial, en medio de críticas del frente opositor, que amenazó con presentar un recurso de inconstitucionalidad y llevó al recinto a un grupo de trabajadores de juzgados y tribunales que exigieron frenar esa reforma."
Mario Patrón: Laudate Deum: llamado urgente para cuidar la casa común,https://www.jornada.com.mx/2023/10/19/politica/022a1pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Una de las  pautas que han distinguido el actual papado es su especial preocupación por el cuidado de nuestra casa común, frente a las dinámicas de producción y consumo características del actual modelo civilizatorio que han puesto al planeta al borde del colapso. Desde el inicio de su servicio como obispo de Roma, Jorge Mario Bergoglio envió un poderoso gesto de esta vocación con la elección del nombre de Francisco como símbolo de su adopción del estilo de San Francisco de Asís, cuyo testimonio de fe encontró en la frugalidad, en el servicio a los pobres y en la hermandad con la naturaleza un modo privilegiado de alabar a Dios."
"El resultado ante Alemania anima, pero lo importante son los procesos, dice Israel Castro",https://www.jornada.com.mx/2023/10/19/deportes/a12n1dep?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Demostrar resistencia y bravura ante un rival puede motivar, aunque no significa la consolidación de un proyecto. El ex seleccionado Israel Castro reconoció el buen desempeño del técnico Jaime Lozano con el Tricolor por los resultados frente a Ghana y Alemania, pero apenas es el inicio de un proceso que también debe enlazarse con las fuer-zas básicas para un impulso general del futbol mexicano."
Comunidades zapatistas respetan a este gobierno: AMLO,https://www.jornada.com.mx/2023/10/19/politica/017n1pol?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","Aunque hay diferencias con los zapatistas, no se ha llegado a la ruptura y el gobierno federal canaliza programas sociales a las comunidades de Chiapas que simpatizan con el EZLN, aseveró el presidente Andrés Manuel López Obrador."
Busca López Arellano pacto sindical para garantizar servicios de salud,https://www.jornada.com.mx/2023/10/19/capital/035n1cap?partner=rss,"Thu, 19 Oct 2023 09:33:01 GMT","La titular de la Secretaría de Salud, Oliva López Arellano, planteó “un nuevo pacto institucional” con el sindicato de la dependencia para evitar que el personal –entre médicos y administrativos– falten a trabajar “la mitad del tiempo o más”."
